10027,-433.8
10075,-434.9
10124,-435.5
10172,-430
10218,-428.7
10265,-432.8
10315,-439.5
10366,-437.4
10415,-434.1
10465,-436
10515,-436
10564,-436
10614,-436.6
10665,-436.9
10715,-435.2
10764,-432.5
10812,-433.5
10861,-434.5
10910,-431.6
10957,-431.3
11005,-431.9
11053,-430.3
11100,-429.8
11146,-425.8
11191,-425.3
11237,-431.2
11286,-433
11334,-431.7
11383,-434.5
11434,-437.4
11485,-437.8
11537,-439.5
11590,-439.6
11642,-439.7
11695,-441
11749,-443.2
11805,-444.2
11861,-447.1
11918,-445.3
11973,-443.1
12029,-447
12087,-448.5
12144,-446.5
12202,-447.3
12261,-453.2
12323,-455
12385,-453.6
12446,-451.5
12507,-452.4
12569,-455.3
12632,-455.3
12694,-453.2
12755,-451.2
12815,-449.2
12874,-450.2
12934,-450.8
12994,-451.8
13055,-452.9
13116,-452.3
13177,-452.1
13237,-450.5
13296,-448.8
13355,-448.8
13414,-451.8
13476,-455.5
13539,-453.9
13600,-451.2
13659,-449.4
13718,-447.2
13774,-442.9
13828,-442
13883,-443.2
13938,-442.1
13992,-443.6
14048,-445.2
14105,-446.7
14163,-448.3
14221,-449.8
14281,-451.4
14342,-452.9
14404,-454.5
14466,-451.7
14526,-452.8
14589,-456
14651,-453.8
14713,-453.5
14775,-454.8
14839,-457.1
14904,-458.1
14968,-456.7
15032,-458
15099,-462
15167,-462.5
15234,-460.1
15300,-459
15366,-458.6
15432,-461.1
15501,-464.5
15570,-463.8
15639,-462.9
15708,-463.7
15777,-462
15845,-462.4
15915,-467.5
15987,-466.3
16057,-464.9
16128,-466.9
16201,-468.5
16275,-470.9
16350,-471.8
16426,-471.8
16502,-471
16577,-471.2
16653,-472.4
16729,-473.6
16808,-475.6
16889,-480.7
16974,-481.8
17058,-479
17139,-476.4
17219,-476
17298,-475.5
17379,-479.4
17462,-480.5
17544,-477
17625,-477.6
17706,-478
17787,-477.9
17868,-477.3
17949,-477.5
18031,-480.1
18116,-482.8
18201,-480
18283,-478.4
18365,-477.5
18446,-478.9
18530,-482.1
18615,-481.7
18701,-483.5
18787,-481.9
18870,-476.6
18950,-476.9
19032,-479.8
19116,-480.7
19199,-479.3
19282,-478
19362,-476.4
19443,-477.4
19525,-480.1
19610,-481.9
19696,-483.5
19782,-482.4
19868,-482.9
19953,-479.2
20035,-477
20116,-478.3
20197,-476.4
20278,-478.2
20361,-480
20444,-479.8
20528,-479.5
20611,-479.6
20694,-479.1
20777,-478.6
20859,-479
20943,-480.1
21026,-480
21110,-479
21192,-478.9
21275,-478.9
21358,-479.4
21442,-480
21525,-477.8
21605,-475.6
21686,-477.4
21769,-480.9
21854,-481.5
21939,-480.2
22023,-480.4
22108,-482
22196,-484.5
22284,-484.5
22371,-482.3
22457,-481.4
22543,-481.8
22629,-482.3
22716,-482.7
22803,-483.2
22888,-479.5
22972,-479.2
23057,-482.7
23145,-484.5
23234,-485.1
23324,-485.8
23412,-483
23497,-478.3
23581,-480.9
23668,-483.6
23755,-483.6
23843,-483.6
23931,-482.5
24017,-481.4
24102,-480
24186,-479.1
24272,-484
24363,-488.3
24453,-482.7
24537,-477.1
24619,-477
24700,-477
24781,-475.5
24860,-474
24941,-477.4
25024,-480.9
25109,-480
25193,-479.1
25277,-478.2
25360,-479.5
25445,-481.8
25531,-481
25615,-478.4
25697,-474.5
25776,-474.1
25855,-475.8
25936,-476
26017,-477.1
26099,-477.2
26180,-475.3
26261,-475.8
26342,-477.7
26425,-479.3
26510,-480.7
26595,-481
26681,-481
26766,-478.9
26849,-477.8
26933,-479.9
27019,-484.4
27110,-486.7
27202,-486.7
27293,-485.5
27382,-484.3
27470,-481.4
27555,-479.6
27641,-482.3
27730,-484.6
27819,-483.8
27907,-482.3
27993,-481.2
28079,-480.1
28163,-478.8
28247,-477.6
28331,-481.7
28420,-485.7
28510,-483.5
28597,-481.4
28683,-479.3
28766,-477.2
28848,-475.1
28927,-473
29006,-473
29085,-474.6
29166,-476.2
29249,-477.8
29332,-479.4
29418,-481.1
29505,-482.9
29594,-483
29682,-482.8
29771,-484.3
29861,-483.4
29949,-482.6
30036,-480.5
30120,-475.6
30201,-474.9
30283,-478.5
30368,-479.8
30453,-479.3
30538,-478.6
30622,-477.9
30705,-477.2
30788,-476.6
30871,-478.6
30957,-480.5
31043,-480.8
31130,-481.1
31216,-479.9
31302,-478.7
31387,-479.4
31473,-481
31560,-482
31648,-480.4
31733,-477.2
31815,-475.6
31896,-473.4
31976,-473.2
32056,-473.5
32137,-475.3
32219,-476.4
32300,-472.4
32380,-475.2
32463,-477.7
32546,-474.7
32626,-472.5
32705,-473
32787,-477.6
32871,-477.6
32955,-476.5
33039,-478.3
33124,-478.4
33209,-478.4
33293,-476.8
33376,-475.2
33459,-477.4
33544,-478
33628,-476.6
33711,-475.5
33793,-475.8
33877,-476.9
33960,-475.8
34041,-471.9
34121,-474
34202,-473.3
34281,-470.2
34360,-472.3
34438,-469.2
34515,-468.8
34592,-469.6
34669,-467.9
34744,-466.9
34818,-463.5
34889,-461.6
34960,-463
35033,-465.8
35108,-468.6
35185,-468.1
35261,-467.6
35336,-465
35409,-464.1
35482,-464.9
35556,-466
35631,-466.6
35705,-465.1
35780,-466.4
35855,-467
35930,-467.3
36007,-470
36086,-471.1
36166,-472.9
36248,-474.9
36331,-476
36416,-478.9
36502,-476.5
36585,-472.7
36666,-474.5
36748,-472.6
36827,-468.8
36905,-470.6
36985,-472.4
37066,-473.2
37148,-474.1
37230,-474.1
37313,-474.5
37396,-475.9
37479,-473.5
37558,-468.5
37637,-471
37718,-474
37799,-472.3
37880,-471.4
37959,-470.5
38039,-471.3
38120,-472.7
38201,-473.5
38284,-474.5
38367,-475.3
38451,-475.8
38535,-475.8
38619,-474.4
38702,-473.1
38783,-472.8
38865,-472.6
38946,-472.3
39027,-472.1
39107,-470
39185,-468.3
39263,-468.3
39341,-469.7
39420,-470.2
39499,-470.2
39579,-469.5
39657,-469.5
39735,-468.2
39812,-465.6
39889,-470.2
39971,-474.5
40054,-474.2
40138,-476
40223,-475.2
40305,-470.6
40386,-471.8
40468,-474.2
40551,-473
40632,-472.1
40714,-472.8
40796,-471.5
40875,-467.2
40952,-467.2
41031,-471
41112,-472.3
41191,-468.1
41268,-463.9
41342,-463.4
41415,-462.9
41489,-463.3
41564,-465.7
41638,-461.6
41710,-460
41782,-463.3
41855,-461.7
41927,-460.9
42001,-464.5
42077,-467
42152,-462.8
42225,-460.8
42298,-464.7
42374,-467.1
42451,-465.3
42527,-465.9
42603,-465.5
42679,-467.1
42758,-469.8
42837,-468.7
42916,-468.3
42994,-468.6
43073,-467.8
43150,-466.2
43226,-466
43304,-469.3
43385,-471.8
43464,-465.6
43540,-465.9
43619,-473.2
43702,-472.7
43785,-472
43868,-474.8
43952,-474.4
44036,-473.5
44120,-475.1
44206,-476.8
44292,-474.8
44377,-475
44463,-478.3
44551,-476
44634,-470.1
44715,-472.5
44800,-477.9
44887,-475.5
44972,-473.3
45055,-473.6
45139,-473.4
45225,-477.7
45315,-482.3
45407,-480.8
45497,-479.2
45587,-481
45677,-477.6
45762,-472.6
45846,-474.9
45932,-475.4
46018,-475.5
46104,-477.7
46193,-477.7
46281,-478.2
46370,-478.5
46457,-476.3
46543,-474.1
46628,-474.8
46713,-474.9
46797,-472.3
46881,-473.7
46966,-475
47050,-473.5
47133,-471.2
47214,-469
47295,-470.5
47378,-473.9
47462,-472.8
47546,-474.2
47631,-475.5
47716,-471.7
47798,-471.2
47881,-474
47966,-474.7
48050,-472.3
48134,-473.5
48218,-472.5
48300,-469.7
48381,-469.9
48461,-468.4
48541,-468.6
48622,-471.2
48704,-471.8
48787,-472.5
48870,-472
48953,-471.1
49034,-468.2
49113,-468.3
49193,-469
49272,-466.7
49350,-466.7
49430,-469
49510,-469.5
49591,-470.1
49672,-468.3
49750,-465.4
49828,-467.1
49907,-467.2
49985,-464.7
50061,-463.8
50138,-466.3
50217,-467.8
50295,-465.8
50374,-466.8
50452,-466.8
50531,-467.5
50610,-467
50688,-464.7
50766,-467.9
50847,-470
50928,-468.9
51009,-468
51086,-463
51159,-456.1
51230,-459.5
51306,-465.8
51384,-467.1
51465,-470.8
51549,-473.1
51633,-472.1
51715,-466.3
51794,-467
51874,-469.6
51955,-466.8
52034,-466.8
52114,-468.3
52195,-468.5
52275,-466.7
52352,-463.6
52430,-467
52511,-470.2
52594,-470.8
52679,-473.7
52763,-470.3
52846,-470
52931,-475
53019,-476.5
53107,-475.8
53193,-471.5
53275,-467.2
53355,-466.6
53436,-469.6
53520,-473.2
53606,-473.2
53692,-472.6
53775,-469.5
53858,-470.6
53942,-472.2
54026,-470.1
54111,-472.8
54198,-475.6
54286,-475
54372,-471.6
54457,-472.4
54544,-474
54629,-470.2
54713,-471.3
54797,-470.9
54881,-471.3
54967,-473.4
55052,-471
55136,-470.1
55218,-466.6
55297,-465.1
55377,-467
55457,-465.6
55536,-464.3
55615,-465.6
55694,-466.3
55775,-467.9
55855,-464.4
55933,-461.8
56009,-463.5
56087,-462.7
56163,-461.2
56239,-462.5
56317,-463.6
56394,-461.5
56471,-463.5
56548,-463.5
56624,-459
56698,-459.4
56774,-462.2
56850,-459.7
56922,-455.1
56993,-454.9
57065,-457.9
57139,-460.1
57215,-461.2
57289,-456.9
57362,-457.1
57436,-461.9
57513,-461.9
57590,-462
57669,-467.5
57750,-465.9
57828,-460.7
57905,-462.7
57981,-460.7
58057,-460.5
58133,-462.2
58211,-462.6
58286,-458.4
58360,-458.1
58436,-462.4
58514,-464.1
58594,-466.8
58676,-468
58759,-469.2
58842,-468.4
58925,-467.9
59008,-469.1
59093,-471.3
59178,-470.7
59262,-468
59345,-467.9
59428,-469
59511,-468
59593,-466
59674,-466
59755,-466
59836,-467.7
59921,-471.8
60007,-472
